    n, insertion_cmp, insertion_swaps, insertion_time, bubble_cmp, bubble_swaps, bubble_time
  241,         16440,           16210,             15,      28920,        16210,          15
  242,         16528,           16297,              7,      29161,        16297,           9
  243,         16615,           16383,             15,      29403,        16383,          15
  244,         16725,           16492,             15,      29646,        16492,          15
  245,         16808,           16574,             15,      29890,        16574,          16
  246,         16825,           16590,             15,      30135,        16590,          15
  247,         16831,           16595,              0,      30381,        16595,          15
  248,         16947,           16710,             15,      30628,        16710,          15
  249,         17130,           16892,             19,      30876,        16892,          17
  250,         17284,           17045,             10,      31125,        17045,          15
  251,         17293,           17053,             15,      31375,        17053,          15
  252,         17484,           17243,             15,      31626,        17243,          16
  253,         17496,           17254,             15,      31878,        17254,          15
  254,         17626,           17383,             15,      32131,        17383,          15
  255,         17816,           17572,             15,      32385,        17572,          17
  256,         18030,           17785,             14,      32640,        17785,          15
  257,         18097,           17851,             15,      32896,        17851,          15
  258,         18322,           18075,             15,      33153,        18075,          15
  259,         18453,           18205,             16,      33411,        18205,          15
  260,         18483,           18234,             15,      33670,        18234,          15
  261,         18487,           18237,             15,      33930,        18237,          17
  262,         18607,           18356,             14,      34191,        18356,          15
  263,         18647,           18395,             15,      34453,        18395,          15
  264,         18697,           18444,             15,      34716,        18444,          20
  265,         18719,           18465,             13,      34980,        18465,          15
  266,         18737,           18482,             14,      35245,        18482,          17
  267,         18761,           18505,             14,      35511,        18505,          31
  268,         18941,           18684,              7,      35778,        18684,          24
  269,         19128,           18870,             15,      36046,        18870,          15
  270,         19397,           19138,             15,      36315,        19138,          15
  271,         19399,           19139,             16,      36585,        19139,          15
  272,         19434,           19173,             15,      36856,        19173,          15
  273,         19685,           19423,             15,      37128,        19423,          31
  274,         19936,           19673,              4,      37401,        19673,          27
  275,         20062,           19798,             15,      37675,        19798,          15
  276,         20275,           20010,             15,      37950,        20010,          25
  277,         20385,           20119,              6,      38226,        20119,          15
  278,         20495,           20228,             15,      38503,        20228,          31
  279,         20524,           20256,             15,      38781,        20256,          16
  280,         20792,           20523,             15,      39060,        20523,          15
  281,         20889,           20619,             15,      39340,        20619,          31
  282,         21053,           20782,             15,      39621,        20782,          16
  283,         21150,           20878,             15,      39903,        20878,          15
  284,         21307,           21034,             15,      40186,        21034,          31
  285,         21368,           21094,             16,      40470,        21094,          15
  286,         21533,           21258,             15,      40755,        21258,          15
  287,         21647,           21371,             15,      41041,        21371,          33
  288,         21729,           21452,             13,      41328,        21452,          15
  289,         22016,           21738,             15,      41616,        21738,          31
  290,         22072,           21793,             15,      41905,        21793,          16
  291,         22226,           21946,             15,      42195,        21946,          31
  292,         22474,           22193,             15,      42486,        22193,          15
  293,         22685,           22403,             16,      42778,        22403,          31
  294,         22789,           22506,             15,      43071,        22506,          15
  295,         23040,           22756,             15,      43365,        22756,          16
