      n, insertion_cmp, insertion_swaps, insertion_time, bubble_cmp, bubble_swaps, bubble_time
    614,         90600,           89993,             78,           ,             ,            
    615,         90655,           90047,             78,           ,             ,            
    616,         90772,           90163,             80,           ,             ,            
    617,         90960,           90350,             80,           ,             ,            
    618,         91224,           90613,             75,           ,             ,            
    619,         91650,           91038,             62,           ,             ,            
    620,         91823,           91210,             79,           ,             ,            
    621,         91847,           91233,             62,           ,             ,            
    622,         92244,           91629,             78,           ,             ,            
    623,         92323,           91707,             80,           ,             ,            
    624,         92340,           91723,             77,           ,             ,            
    625,         92518,           91900,             80,           ,             ,            
    626,         93036,           92417,             76,           ,             ,            
    627,         93616,           92996,             78,           ,             ,            
    628,         94120,           93499,             78,           ,             ,            
    629,         94574,           93952,             78,           ,             ,            
    630,         94919,           94296,             65,           ,             ,            
    631,         95291,           94667,             77,           ,             ,            
    632,         95881,           95256,             78,           ,             ,            
    633,         96282,           95656,             78,           ,             ,            
    634,         96824,           96197,             62,           ,             ,            
    635,         96956,           96328,             78,           ,             ,            
    636,         97571,           96942,             78,           ,             ,            
    637,         97766,           97136,             68,           ,             ,            
    638,         97770,           97139,             73,           ,             ,            
    639,         98276,           97644,             78,           ,             ,            
    640,         98851,           98218,             78,           ,             ,            
    641,         99230,           98596,             94,           ,             ,            
    642,         99802,           99167,             78,           ,             ,            
    643,        100378,           99742,             78,           ,             ,            
    644,        100573,           99936,             94,           ,             ,            
    645,        100671,          100033,             78,           ,             ,            
    646,        101002,          100363,             89,           ,             ,            
    647,        101224,          100584,             75,           ,             ,            
    648,        101407,          100766,             72,           ,             ,            
    649,        101471,          100829,             78,           ,             ,            
    650,        101580,          100937,             78,           ,             ,            
    651,        101965,          101321,             78,           ,             ,            
    652,        102331,          101686,             73,           ,             ,            
    653,        102692,          102046,             67,           ,             ,            
    654,        102935,          102288,             80,           ,             ,            
    655,        103441,          102793,             93,           ,             ,            
    656,        103499,          102850,             78,           ,             ,            
    657,        103659,          103009,             79,           ,             ,            
    658,        104004,          103353,             77,           ,             ,            
    659,        104050,          103398,             78,           ,             ,            
    660,        104383,          103730,             78,           ,             ,            
    661,        104482,          103828,             78,           ,             ,            
    662,        104828,          104173,             78,           ,             ,            
    663,        105082,          104426,             78,           ,             ,            
    664,        105494,          104837,             78,           ,             ,            
    665,        105867,          105209,             80,           ,             ,            
    666,        105944,          105285,             77,           ,             ,            
    667,        106288,          105628,             94,           ,             ,            
    668,        106780,          106119,             79,           ,             ,            
    669,        106844,          106182,             78,           ,             ,            
    670,        106927,          106264,             78,           ,             ,            
    671,        107573,          106909,             78,           ,             ,            
    672,        107788,          107123,             95,           ,             ,            
    673,        108441,          107775,             77,           ,             ,            
    674,        108564,          107897,             78,           ,             ,            
    675,        109228,          108560,             94,           ,             ,            
    676,        109720,          109051,             80,           ,             ,            
    677,        109862,          109192,             77,           ,             ,            
    678,        109999,          109328,             94,           ,             ,            
    679,        110231,          109559,             86,           ,             ,            
    680,        110898,          110225,             85,           ,             ,            
    681,        111420,          110746,             79,           ,             ,            
    682,        112098,          111423,             78,           ,             ,            
    683,        112563,          111887,             95,           ,             ,            
    684,        112812,          112135,             77,           ,             ,            
    685,        113365,          112687,             78,           ,             ,            
    686,        113405,          112726,             94,           ,             ,            
    687,        113513,          112833,             78,           ,             ,            
    688,        113943,          113262,             94,           ,             ,            
    689,        114445,          113763,             78,           ,             ,            
    690,        114992,          114309,             94,           ,             ,            
    691,        115416,          114732,             78,           ,             ,            
    692,        115912,          115227,             98,           ,             ,            
    693,        116304,          115618,             90,           ,             ,            
    694,        116808,          116121,             87,           ,             ,            
    695,        117352,          116664,             86,           ,             ,            
    696,        117710,          117021,             94,           ,             ,            
    697,        117825,          117135,             78,           ,             ,            
    698,        118449,          117758,             94,           ,             ,            
    699,        118648,          117956,             94,           ,             ,            
    700,        118652,          117959,             94,           ,             ,            
    701,        118923,          118229,             80,           ,             ,            
    702,        119306,          118611,             94,           ,             ,            
    703,        119403,          118707,             79,           ,             ,            
    704,        119754,          119057,             94,           ,             ,            
    705,        120434,          119736,             97,           ,             ,            
    706,        120547,          119848,             91,           ,             ,            
    707,        120695,          119995,             94,           ,             ,            
    708,        121122,          120421,             94,           ,             ,            
    709,        121393,          120691,             95,           ,             ,            
    710,        122071,          121368,             94,           ,             ,            
    711,        122473,          121769,             79,           ,             ,            
