     n, heap_cmp, heap_swaps, heap_time, merge_cmp, merge_swaps, merge_time
  4910,   109754,      59405,        51,     30461,           0,         10
  4911,   109786,      59413,        46,     30440,           0,         26
  4912,   109815,      59427,        52,     30439,           0,         19
  4913,   109832,      59435,        58,     30445,           0,         15
  4914,   109867,      59452,        53,     30477,           0,         15
  4915,   109902,      59474,        46,     30514,           0,         31
  4916,   109922,      59480,        46,     30515,           0,         15
  4917,   109943,      59492,        54,     30525,           0,         20
  4918,   109967,      59506,        51,     30484,           0,         15
  4919,   110002,      59531,        62,     30508,           0,         16
  4920,   110016,      59533,        46,     30526,           0,         15
  4921,   110042,      59552,        47,     30519,           0,         31
  4922,   110069,      59570,        47,     30541,           0,         15
  4923,   110093,      59575,        62,     30564,           0,         18
  4924,   110125,      59593,        60,     30544,           0,         18
  4925,   110153,      59610,        60,     30581,           0,         15
  4926,   110185,      59628,        47,     30585,           0,         15
  4927,   110205,      59637,        46,     30583,           0,         17
  4928,   110222,      59650,        46,     30587,           0,         15
  4929,   110254,      59668,        63,     30596,           0,         15
  4930,   110282,      59680,        66,     30594,           0,         20
  4931,   110312,      59689,        54,     30636,           0,         13
  4932,   110331,      59702,        46,     30615,           0,         15
  4933,   110350,      59708,        47,     30628,           0,         31
  4934,   110376,      59725,        47,     30655,           0,         15
  4935,   110412,      59747,        51,     30666,           0,         11
  4936,   110438,      59760,        62,     30617,           0,         15
  4937,   110458,      59768,        63,     30623,           0,         16
  4938,   110485,      59797,        47,     30647,           0,         31
  4939,   110508,      59794,        53,     30612,           0,         25
  4940,   110548,      59813,        46,     30635,           0,         28
  4941,   110573,      59817,        46,     30633,           0,         15
  4942,   110595,      59847,        62,     30683,           0,         15
  4943,   110606,      59851,        63,     30687,           0,         19
  4944,   110641,      59877,        62,     30693,           0,         12
  4945,   110664,      59884,        54,     30705,           0,         15
  4946,   110691,      59899,        47,     30683,           0,         15
  4947,   110718,      59920,        47,     30697,           0,         31
  4948,   110734,      59927,        46,     30686,           0,         31
  4949,   110766,      59942,        46,     30692,           0,         15
  4950,   110790,      59960,        51,     30719,           0,         21
  4951,   110818,      59971,        53,     30736,           0,         15
  4952,   110843,      59981,        64,     30745,           0,         14
  4953,   110864,      59991,        62,     30772,           0,         23
  4954,   110893,      60009,        55,     30793,           0,         15
  4955,   110918,      60023,        47,     30788,           0,         15
  4956,   110949,      60045,        65,     30780,           0,         22
  4957,   110970,      60045,        59,     30775,           0,         18
  4958,   110996,      60062,        62,     30786,           0,         29
  4959,   111023,      60087,        47,     30799,           0,         31
  4960,   111048,      60091,        58,     30825,           0,         15
  4961,   111080,      60116,        62,     30834,           0,         31
  4962,   111102,      60118,        62,     30820,           0,         18
  4963,   111129,      60129,        62,     30825,           0,         19
  4964,   111152,      60145,        62,     30871,           0,         15
  4965,   111180,      60163,        62,     30855,           0,         31
  4966,   111202,      60177,        62,     30881,           0,         23
  4967,   111229,      60198,        54,     30865,           0,         15
  4968,   111254,      60209,        63,     30841,           0,         30
  4969,   111288,      60230,        63,     30865,           0,         15
  4970,   111304,      60223,        62,     30850,           0,         31
  4971,   111337,      60253,        62,     30869,           0,         15
  4972,   111365,      60270,        68,     30858,           0,         25
  4973,   111382,      60261,        62,     30849,           0,         16
  4974,   111408,      60291,        72,     30925,           0,         18
  4975,   111436,      60306,        61,     30911,           0,         15
  4976,   111467,      60327,        62,     30946,           0,         31
  4977,   111495,      60328,        62,     30943,           0,         15
  4978,   111511,      60341,        47,     30963,           0,         15
  4979,   111537,      60356,        64,     30953,           0,         30
  4980,   111560,      60356,        63,     30973,           0,         21
  4981,   111594,      60386,        53,     30985,           0,         31
  4982,   111622,      60396,        62,     31005,           0,         25
  4983,   111647,      60413,        53,     31037,           0,         32
  4984,   111681,      60430,        60,     30981,           0,         15
  4985,   111698,      60434,        62,     30982,           0,         31
  4986,   111733,      60462,        63,     30997,           0,         20
  4987,   111749,      60465,        55,     31012,           0,         29
  4988,   111772,      60479,        62,     31017,           0,          8
  4989,   111798,      60488,        62,     31050,           0,         16
  4990,   111823,      60505,        62,     31041,           0,         31
  4991,   111854,      60528,        62,     31045,           0,         15
  4992,   111874,      60539,        79,     31034,           0,         20
  4993,   111898,      60556,        62,     31042,           0,         15
  4994,   111925,      60565,        62,     31068,           0,         31
  4995,   111956,      60583,        47,     31085,           0,         15
  4996,   111978,      60600,        47,     31050,           0,         16
  4997,   112000,      60603,        61,     31055,           0,         15
  4998,   112034,      60628,        98,     31092,           0,         24
  4999,   112049,      60629,        47,     31097,           0,         31
  5000,   112073,      60640,        47,     31124,           0,         15
  5001,   112100,      60650,        62,     31130,           0,         15
  5002,   112131,      60675,        62,     31093,           0,         15
  5003,   112158,      60687,        62,     31115,           0,         18
  5004,   112184,      60698,        54,     31152,           0,         20
  5005,   112206,      60709,        47,     31146,           0,         31
  5006,   112234,      60721,        47,     31145,           0,         31
  5007,   112262,      60743,        50,     31126,           0,         12
  5008,   112294,      60762,        62,     31179,           0,         25
  5009,   112312,      60758,        52,     31190,           0,         15
  5010,   112341,      60785,        63,     31183,           0,         10
  5011,   112367,      60803,        63,     31187,           0,         15
  5012,   112389,      60807,        58,     31199,           0,         15
  5013,   112427,      60837,        62,     31184,           0,         17
  5014,   112451,      60843,        62,     31226,           0,         23
  5015,   112460,      60848,        54,     31233,           0,         31
  5016,   112498,      60868,        63,     31198,           0,         21
  5017,   112519,      60864,        51,     31204,           0,         15
  5018,   112550,      60901,        62,     31246,           0,         15
  5019,   112566,      60905,        62,     31239,           0,         15
  5020,   112599,      60921,        68,     31246,           0,         25
  5021,   112626,      60931,        62,     31267,           0,         16
  5022,   112654,      60949,        70,     31225,           0,         20
  5023,   112675,      60962,        52,     31271,           0,         15
  5024,   112706,      60976,        62,     31332,           0,         15
  5025,   112737,      60993,        64,     31345,           0,         29
  5026,   112753,      60996,        46,     31324,           0,         31
  5027,   112785,      61016,        62,     31326,           0,         20
  5028,   112804,      61029,        55,     31313,           0,         18
  5029,   112844,      61044,        61,     31312,           0,         15
  5030,   112853,      61058,        62,     31373,           0,         15
  5031,   112882,      61072,        62,     31340,           0,         16
  5032,   112899,      61089,        63,     31352,           0,         15
  5033,   112937,      61101,        47,     31358,           0,         15
  5034,   112960,      61123,        47,     31350,           0,         31
  5035,   112988,      61131,        59,     31371,           0,         18
  5036,   113013,      61148,        44,     31389,           0,         16
  5037,   113031,      61154,        46,     31383,           0,         31
  5038,   113053,      61170,        48,     31382,           0,         30
  5039,   113084,      61173,        47,     31401,           0,         31
  5040,   113113,      61198,        46,     31387,           0,         16
  5041,   113129,      61208,        62,     31385,           0,         15
  5042,   113160,      61223,        55,     31407,           0,         15
  5043,   113187,      61238,        62,     31399,           0,         15
  5044,   113213,      61253,        49,     31467,           0,         15
  5045,   113247,      61273,        47,     31488,           0,         16
  5046,   113267,      61282,        46,     31441,           0,         31
  5047,   113296,      61298,        47,     31426,           0,         31
  5048,   113321,      61310,        52,     31455,           0,         23
  5049,   113346,      61330,        52,     31466,           0,         22
  5050,   113370,      61334,        46,     31531,           0,         31
  5051,   113404,      61359,        46,     31536,           0,         15
  5052,   113424,      61371,        47,     31505,           0,         31
  5053,   113455,      61378,        47,     31485,           0,         31
  5054,   113471,      61389,        52,     31531,           0,         15
  5055,   113500,      61405,        42,     31509,           0,         31
  5056,   113524,      61418,        47,     31536,           0,         15
  5057,   113551,      61422,        48,     31537,           0,         29
  5058,   113578,      61445,        51,     31555,           0,         27
  5059,   113607,      61458,        63,     31543,           0,         16
  5060,   113638,      61478,        62,     31531,           0,         19
  5061,   113649,      61485,        66,     31557,           0,         20
  5062,   113677,      61500,        51,     31575,           0,         15
  5063,   113706,      61518,        47,     31594,           0,         31
  5064,   113732,      61527,        46,     31566,           0,         16
  5065,   113759,      61543,        62,     31564,           0,         15
  5066,   113786,      61572,        54,     31627,           0,         15
  5067,   113811,      61569,        67,     31603,           0,         20
  5068,   113840,      61587,        54,     31622,           0,         17
  5069,   113865,      61596,        47,     31634,           0,          8
  5070,   113892,      61613,        62,     31614,           0,         15
  5071,   113915,      61632,        62,     31629,           0,         15
  5072,   113939,      61640,        63,     31644,           0,         15
  5073,   113963,      61658,        62,     31659,           0,         10
  5074,   113988,      61660,        55,     31668,           0,         12
  5075,   114012,      61665,        62,     31676,           0,         15
  5076,   114046,      61697,        62,     31668,           0,         15
  5077,   114063,      61700,        62,     31671,           0,         15
  5078,   114097,      61720,        64,     31677,           0,         14
  5079,   114130,      61743,        62,     31673,           0,         23
  5080,   114142,      61747,        55,     31713,           0,         10
  5081,   114172,      61766,        50,     31726,           0,         15
  5082,   114201,      61778,        62,     31729,           0,         15
  5083,   114226,      61788,        62,     31753,           0,          6
  5084,   114250,      61805,        62,     31771,           0,         15
  5085,   114278,      61820,        62,     31782,           0,         15
  5086,   114303,      61831,        69,     31796,           0,         20
  5087,   114329,      61845,        52,     31782,           0,         15
  5088,   114349,      61854,        46,     31764,           0,         17
  5089,   114374,      61870,        76,     31772,           0,         15
  5090,   114408,      61884,        62,     31782,           0,         15
  5091,   114430,      61894,        62,     31809,           0,         18
  5092,   114451,      61910,        59,     31808,           0,         18
  5093,   114482,      61929,        60,     31815,           0,         20
  5094,   114506,      61939,        58,     31858,           0,         15
  5095,   114531,      61955,        63,     31852,           0,         15
  5096,   114561,      61965,        47,     31824,           0,         31
  5097,   114589,      61977,        47,     31820,           0,         15
  5098,   114610,      61998,        46,     31840,           0,         15
  5099,   114626,      61997,        62,     31852,           0,         19
  5100,   114662,      62021,        55,     31864,           0,         15
  5101,   114689,      62036,        62,     31873,           0,         15
  5102,   114716,      62053,        62,     31899,           0,         15
  5103,   114744,      62066,        62,     31901,           0,         16
  5104,   114757,      62078,        62,     31947,           0,         15
  5105,   114798,      62101,        62,     31952,           0,         20
  5106,   114814,      62113,        59,     31967,           0,         12
  5107,   114837,      62115,        62,     31963,           0,         15
  5108,   114867,      62135,        62,     31958,           0,         16
  5109,   114897,      62157,        62,     31971,           0,         15
  5110,   114916,      62156,        62,     31981,           0,         15
  5111,   114950,      62173,        47,     31966,           0,         31
  5112,   114972,      62192,        52,     32000,           0,         23
  5113,   114993,      62203,        47,     32010,           0,         31
